,appid,average_2weeks,average_forever,developer,median_2weeks,median_forever,name,negative,owners,owners_variance,players_2weeks,players_2weeks_variance,players_forever,players_forever_variance,positive,price,publisher,score_rank,userscore
408920.0,408920,14,339,TallTech studio,14,76,Krai Mira: Extended Cut,53,21526,4514,738,1444,7175,2606,92,799,IMGN.PRO,19,56
408960.0,408960,0,1173,Soldak Entertainment,0,1582,Zombasite,21,2969,1676,0,0,2722,1605,89,1999,Soldak Entertainment,46,82
409040.0,409040,0,155,Games Hut,0,97,Herolike,16,6433,2467,0,0,2969,1676,29,319,Black Shell Media,20,64
409410.0,409410,0,30,Enrick Lambert,0,45,Clumsy Moose Season,16,5443,2270,0,0,1862,1629,28,399,Enrick Lambert,19,48
409460.0,409460,0,54,Wild Guess Software,0,54,Blackfaun,9,1114,1258,0,0,747,1463,20,1499,Wild Guess Software,25,57
409490.0,409490,0,47,Genetix Studio,0,40,Rogue Harvest,20,10639,3173,0,0,3711,1874,39,499,Genetix Studio,23,53
409560.0,409560,0,119,FLAT12,0,145,Run Rabbit Run,18,15835,3871,0,0,10887,3210,70,399,Absolutist Ltd.,44,80
409910.0,409910,191,1163,Bitmen Studios,191,1494,The Storm Guard: Darkness is Coming,21,3464,1810,738,1444,3217,1744,83,1699,Bitmen Studios,44,80
410560.0,410560,488,481,Hanmaru Soft,488,556,Trinium Wars,194,240251,15077,745,1030,115548,10457,238,0,InselGames,,0
410840.0,410840,5,397,"Sebastian Nigro, Panos Tzimas",5,149,Rock God Tycoon,28,11134,3246,747,1463,10639,3173,160,1099,EmberWulf,58,83
411120.0,411120,380,285,Jetdogs Studios,372,285,Galaxy Admirals,25,52454,7046,3959,1935,42310,6328,167,199,Jetdogs Studios,61,83
411480.0,411480,218,25,DONTNOD ELEVEN,218,11,BATTLECREW Space Pirates,68,110352,10219,747,1463,50475,6912,74,0,DONTNOD ELEVEN,10,52
411960.0,411960,144,554,Krome Studios,102,334,TY the Tasmanian Tiger,18,58145,7418,3329,2172,48990,6809,1447,1499,Krome Studios,99,98
412250.0,412250,0,161,Bundle Of Sticks Studios,0,189,Empires Of Creation,11,9155,2943,0,0,5691,2321,14,499,,13,71
412370.0,412370,0,129,RisingHigh,0,161,Parallels,6,5443,2270,0,0,3217,1744,8,499,RisingHigh,13,55
412400.0,412400,0,19,Dark Day Interactive,0,9,GASP,1039,219467,14410,0,0,103424,9893,254,0,Dark Day Interactive,0,19
412600.0,412600,215,215,Leo B,248,210,Lup,150,477533,21251,10144,3098,353078,18275,135,99,Back To Basics Gaming,7,48
412620.0,412620,2,168,kChamp Games,2,216,CropDuster Supreme,7,3711,1874,742,1453,3464,1810,82,49,kChamp Games,81,92
412770.0,412770,32,141,Barry McCabe,40,41,Boogeyman,47,30433,5367,2722,1605,23753,4741,256,799,Clockwork Wolf,56,83
413830.0,413830,0,419,Lazy Games Studio Ltd,0,659,Overdosed - A Trip To Hell,6,2227,1451,0,0,1485,1453,10,699,Lazy Games Studio Ltd,18,58
414190.0,414190,129,506,Pixbits,129,201,Junk Jack,38,9402,2983,738,1444,9155,2943,201,1499,Pixbits,56,82
414290.0,414290,248,345,IndieMax,244,392,Princess.Loot.Pixel.Again,133,462935,20924,2227,1451,332294,17730,818,499,IndieMax,61,75
415270.0,415270,134,414,"ZiMAD, Inc.",183,54,Star Crusade CCG,323,170724,12710,1237,1082,97239,9593,1411,0,"ZiMAD, Inc.",48,81
416040.0,416040,197,143,Ultima Games,224,196,CLASH,108,160580,12327,7175,2606,86352,9040,69,0,New Reality Games,4,38
416070.0,416070,0,130,Advent RPG,0,200,Mars 2030,14,2722,1605,0,0,1979,1368,16,199,Advent RPG,11,45
416180.0,416180,0,415,Antti Vaihia,0,425,Gun Bombers,4,4454,2053,0,0,1485,1453,32,799,Antti Vaihia,67,92
416200.0,416200,0,247,CD Jones,0,244,Door To Door,17,10144,3098,0,0,6186,2419,13,149,CD Jones,5,58
416210.0,416210,18,313,Plethora-Project LLC,24,91,Block'hood,180,73981,8368,1485,1185,67795,8010,606,1499,Devolver Digital,40,76
416360.0,416360,0,591,Lached Up Games,0,573,Max's Big Bust - A Captain Nekorai Tale,3,4949,2164,0,0,4701,2109,67,2999,Lached Up Games,92,94
416450.0,416450,3564,1309,Pixel Federation,3564,25,Emporea: Realms of War and Magic,142,148209,11843,742,1027,80661,8737,227,0,Pixel Federation,17,61
416530.0,416530,0,215,Cherry Pie Games,0,255,Tacopocalypse,3,4206,1995,0,0,2722,1605,48,499,Cherry Pie Games,89,100
417910.0,417910,11,76,Crazy Rocks Studios,16,21,Street Warriors Online,680,490894,21546,1475,2043,316459,17302,905,199,Crazy Rocks Studios,13,59
417990.0,417990,307,341,Tall Tail Studios,307,255,Major\Minor,85,10392,3136,742,1453,7175,2606,314,599,Tall Tail Studios,42,81
418000.0,418000,0,6,VisualTech48,0,7,Demented,4,13361,3556,0,0,1480,1448,3,0,Intercido,,0
418110.0,418110,0,103,ISOTX,0,29,March of War: FaceOff - XL,44,38599,6044,0,0,18804,4219,115,0,ISOTX,31,83
418180.0,418180,152,374,Lion's Shade,260,115,Tempest: Pirate Action RPG,307,107878,10104,1732,1280,77445,8561,945,1499,HeroCraft,36,73
418340.0,418340,193,444,Rooster Teeth Games,45,198,RWBY: Grimm Eclipse,1404,297159,16767,12124,3387,273406,16083,7955,1999,Rooster Teeth Games,56,84
418650.0,418650,71,429,I-Illusions,22,115,Space Pirate Trainer,51,153899,12068,19794,4328,126435,10938,1423,1499,I-Illusions,95,96
419480.0,419480,370,997,Little Green Men Games,352,185,Starpoint Gemini Warlords,276,75960,8479,4949,2164,67547,7996,1162,3499,Iceberg Interactive,46,79
420910.0,420910,0,92,Vue Simulations,0,42,Store Manager: Cellular Edition,44,10144,3098,0,0,2234,1785,20,699,,2,35
421030.0,421030,57,234,ZuoBuLaiGame,60,156,Catch Me,118,22763,4642,1114,1258,19794,4328,476,599,ZuoBuLaiGame,46,78
422020.0,422020,0,35,Brutal Studio,0,53,Dark Days,13,6433,2467,0,0,990,967,30,299,Brutal Studio,26,70
422590.0,422590,1,41,Ferocity 2D,1,74,Wacky Wheels HD,19,2227,1451,747,1463,2227,1451,13,299,Ferocity 2D,4,43
423180.0,423180,0,7,GameArt Studio GmbH,0,7,A.I. Space Corps,11,8413,2822,0,0,990,967,6,349,GameArt Studio GmbH,,0
423490.0,423490,0,317,3Division,0,198,Air Missions: HIND,30,12619,3456,0,0,10392,3136,188,1019,3Division,61,85
423620.0,423620,0,509,Happy Tuesday,0,256,HERO DEFENSE,88,20784,4435,0,0,17320,4049,330,0,Happy Tuesday,42,77
423710.0,423710,229,226,New Reality Games,254,211,Invasion: Brain Craving,130,290231,16570,14846,3748,235798,14937,96,49,New Reality Games,5,41
423810.0,423810,66,113,M2H,82,107,Marooners,115,106641,10046,3217,1744,34392,5705,307,1299,M2H,31,73
423840.0,423840,0,194,Storm Sharks,0,193,BanHammer,34,25238,4887,0,0,14598,3717,43,299,Storm Sharks,12,37
424830.0,424830,57,239,Night Node Software,57,243,Bell Ringer,292,133610,11245,742,838,84867,8962,95,699,Night Node Software,1,29
425300.0,425300,0,170,Smyowl Game Studio,0,291,Super Button Soccer,17,2969,1676,0,0,1485,1185,57,139,Smyowl Game Studio,40,71
425650.0,425650,0,74,Imaginary Monsters,0,96,Halloween Forever,6,1732,1280,0,0,990,967,96,499,Imaginary Monsters,89,94
425670.0,425670,255,196,Dreadbit,255,153,Seraph,46,27217,5075,738,1444,15093,3779,325,649,Dreadbit,64,85
425820.0,425820,0,211,Ebonscale Games,0,121,Dragonpath,4,4949,2164,0,0,4454,2053,37,799,Ebonscale Games,74,91
426190.0,426190,0,336,Mighty Pebble Games Inc,0,218,Miner Meltdown,7,5691,2321,0,0,3711,1874,61,279,Mighty Pebble Games Inc,70,85
427240.0,427240,0,142,Funktronic Labs,0,73,Cosmic Trip,33,17320,4049,0,0,15340,3810,326,1999,Funktronic Labs,74,90
427570.0,427570,167,361,Grey Wolf Entertainment,167,212,Dawn of Andromeda,50,11382,3282,740,1023,9897,3060,77,2999,Iceberg Interactive,16,60
427730.0,427730,32,178,Evil Tortilla Games,15,81,Who's Your Daddy,2970,935520,29730,26475,5006,865003,28590,8965,499,Evil Tortilla Games,36,74
427910.0,427910,356,944,Batholith Entertainment,356,233,Zavix Tower,72,8413,2822,740,1023,7423,2650,254,999,Indie Voyage,40,72
428190.0,428190,10,205,MadOut Games,20,76,MadOut Open City,138,6433,2467,1484,2055,5938,2370,105,799,MadOut Games,5,43
428200.0,428200,0,156,Ejoy Games,0,76,Attack Heroes,67,5691,2321,0,0,4949,2164,155,999,Ejoy Games,26,72
428370.0,428370,47,142,Psytec Games Ltd,74,59,Windlands,157,36372,5867,1979,1368,33650,5643,513,999,Psytec Games Ltd,38,76
428430.0,428430,234,282,Unika Games,242,267,Endorlight,580,489657,21519,3217,1744,333284,17756,913,299,Unika Games,17,50
428690.0,428690,166,840,U-Play Online,80,520,Youtubers Life,1922,592092,23660,18310,4163,583184,23482,5901,2499,U-Play Online,36,75
428930.0,428930,0,0,Lucky Brograms,0,0,Into the Belly of the Beast,0,1485,1185,0,0,0,0,3,1499,Lucky Brograms,100,100
428950.0,428950,370,221,16bit Nights,258,210,"Kivi, Toilet and Shotgun",203,464420,20957,10639,3173,348377,18153,211,99,Back To Basics Gaming,9,50
429350.0,429350,1,149,Kimeric Labs,1,170,Satellite Rush,1,8165,2780,747,1463,3711,1874,20,499,Plug In Digital,92,100
429620.0,429620,51,481,Goblinz Studio,51,207,Dungeon Rushers: Crawler RPG,138,28454,5189,742,1027,22763,4642,463,1499,"Goblinz Studio, WhisperGames",40,74
429780.0,429780,108,295,PolyDigital,109,141,Bunny Hop League,126,16083,3901,1237,1082,13361,3556,350,599,PolyDigital,33,75
430930.0,430930,0,379,Downward Viral,0,678,Z. Year One,6,1117,1262,0,0,1117,1262,24,1499,"Downward Viral, RNG Studios",46,86
431600.0,431600,198,2232,Reiza Studios,124,646,Automobilista,100,43547,6420,10392,3136,36867,5907,704,2999,Reiza,64,83
431810.0,431810,415,213,SPVD,288,114,Rencounter,41,15835,3871,2606,1928,9155,2943,102,599,GrabTheGames,29,69
431830.0,431830,11,54,We Are Bots,11,76,Drift Into Eternity,5,4206,1995,742,1453,2227,1451,26,1399,We Are Bots,53,90
431870.0,431870,0,410,Dungeoneering Studios,0,690,Castle Torgeath: Descent into Darkness,15,2474,1530,0,0,990,967,39,799,Black Shell Media,31,69
432230.0,432230,0,274,Clewcat Games,0,274,"Axe, Bow & Staff",0,990,967,0,0,740,1023,23,499,Clewcat Games,100,100
432870.0,432870,0,50,Beast Mode Games,0,67,Special Tactics,11,1485,1185,0,0,1850,1619,38,499,Beast Mode Games,40,72
432950.0,432950,47,197,Betelgeuse Zero,93,190,Orange Moon,19,38846,6063,1117,1262,19794,4328,45,999,Meridian4,28,68
433190.0,433190,0,40,MAVR,0,43,CDF Starfighter VR,25,4206,1995,0,0,3711,1874,56,1999,Mad About Games Studios Ltd.,26,64
433340.0,433340,241,1005,Monomi Park,84,535,Slime Rancher,636,923148,29533,94270,9445,849663,28336,15892,1999,Monomi Park,95,95
433400.0,433400,0,64,The Secret Games Company,0,91,Kim,5,2227,1451,0,0,1732,1280,43,1499,The Secret Games Company,70,78
433450.0,433450,0,752,Arc System Works,0,387,INFERNO CLIMBER,13,2969,1676,0,0,2979,2061,37,1499,Arc System Works,34,78
433530.0,433530,282,688,JetCat Games,201,292,Heliborne,213,46269,6617,9650,3022,45032,6528,989,1999,Klabater,51,81
434020.0,434020,13,1304,JE Software,13,334,Last Hope - Tower Defense,31,22763,4642,738,1444,9402,2983,186,899,JE Software,58,84
434030.0,434030,54,518,IPACS,21,230,Aerofly FS 2 Flight Simulator,176,24743,4839,4206,1995,23753,4741,532,5999,IPACS,36,74
434240.0,434240,0,76,Jean-Baptiste Simillon,0,82,Alien Blitz,0,2969,1676,0,0,1237,1082,8,139,Jean-Baptiste Simillon,,0
434360.0,434360,0,39,Dexmes,0,46,Kitten Rampage,30,2969,1676,0,0,2722,1605,47,399,Dexmes,17,41
434510.0,434510,2,48,"Rock Wall Games, LLC",3,13,Formicide,44,115796,10468,1237,1082,91300,9295,177,0,"Rock Wall Games, LLC",46,80
434650.0,434650,223,1237,Hunter Studio,79,688,Lost Castle,884,541369,22625,40083,6159,522317,22224,9533,999,"Another Indie, X.D. Network Inc.",77,91
434730.0,434730,32,101,Room710Games,36,67,Half Dead,391,202642,13847,3464,1810,176168,12911,1844,133,Room710Games,51,82
434870.0,434870,0,29,Black Sheep studio,0,29,Megalo Polis,4,747,1463,0,0,747,1463,7,999,Black Sheep studio,19,60
434930.0,434930,0,43,Wreck Tangle Games,0,70,GiAnt,9,4206,1995,0,0,1237,1082,9,99,Wreck Tangle Games,9,50
435150.0,435150,903,3313,Larian Studios,447,2065,Divinity: Original Sin 2,1068,929829,29640,249159,15354,883808,28898,20032,4499,Larian Studios,89,94
435490.0,435490,168,142,Mechabit Ltd,168,91,Pierhead Arcade,9,12124,3387,742,1027,10144,3098,175,999,Mechabit Ltd,92,95
436230.0,436230,0,49,Anshar Studios,0,63,Detached,20,5443,2270,0,0,3711,1874,98,1499,Anshar Studios,53,80
436260.0,436260,0,318,"Kenneth Caselli, Gianmarco Rocco",0,447,Ultimate Arena,90,1485,1185,0,0,1237,1082,116,1115,AceGamer Network,13,57
436320.0,436320,238,618,Survios,79,160,Raw Data,216,105156,9976,6928,2560,97239,9593,1421,3999,Survios,61,89
436490.0,436490,35,40,Innerspace VR,35,35,Firebird - La Peri,30,7175,2606,742,1453,6433,2467,136,699,Innerspace VR,48,81
436520.0,436520,111,193,BlackSpot Entertainment,24,41,Line of Sight,2878,2280036,46349,31176,5432,1815369,41377,3739,0,BlackSpot Entertainment,13,56
436530.0,436530,90,138,Gato Salvaje S.L.,175,145,Bullshot,53,15093,3779,1484,2055,7423,2650,194,299,Gato Salvaje S.L.,42,75
436560.0,436560,115,700,Industry Games,171,192,Kings and Heroes,193,17320,4049,1732,1280,15340,3810,484,1999,Industry Games,29,69
437220.0,437220,23,968,Xaviant,13,295,The Culling,6660,568834,23191,3711,1874,544091,22682,9735,2499,Xaviant Games,15,60
437870.0,437870,71,228,Persona and Pixel studio,71,149,Earth Space Colonies,55,10887,3210,742,1027,8660,2863,78,999,Persona and Pixel studio,14,48
438320.0,438320,0,181,radio,0,237,Rush Rover,2,1732,1280,0,0,1732,1280,89,599,"radio, indienova",97,97
438480.0,438480,248,203,NukGames,300,189,Rock 'N' Roll Defense,93,57650,7387,1485,1185,33403,5623,285,49,NukGames,36,77
438820.0,438820,0,4,Pixelated Cupcake,0,4,Hyper Box,7,14846,3748,0,0,738,1444,34,299,Pixelated Cupcake,51,73
438920.0,438920,0,253,Boomzap Entertainment,0,73,Legends of Callasia,46,63094,7727,0,0,17072,4020,196,0,Boomzap Entertainment,46,80
439550.0,439550,0,234,Skobbejak Games,0,447,'n Verlore Verstand,24,5691,2321,0,0,990,967,24,449,Skobbejak Games,9,43
439880.0,439880,0,175,Orangepixel,0,232,Heroes of Loot 2,2,2474,1530,0,0,1732,1280,15,999,Orangepixel,67,100
440020.0,440020,0,29,"KintoGames, Dolores Entertainment",0,28,bit Dungeon+,102,18310,4163,0,0,6928,2560,77,399,"KintoGames, Dolores Entertainment",5,32
440650.0,440650,280,1124,Stray Fawn Studio,116,236,Niche - a genetics survival game,119,67300,7981,8660,2863,64083,7788,1231,1799,Stray Fawn Studio,77,90
440730.0,440730,1263,583,Racing Bros,149,107,Survival Zombies The Inverted Evolution,224,49980,6878,2227,1451,33897,5664,351,499,ANPA.US,17,60
441230.0,441230,0,16,Ruce,0,16,Babel: Tower to the Gods,3,745,1030,0,0,745,1030,27,339,Ruce,74,86
441790.0,441790,183,250,Above and Beyond Technologies,183,63,Fragmented,712,86847,9066,745,1030,51712,6996,734,999,Above and Beyond Technologies,9,47
442180.0,442180,0,43,Dream Games,0,80,Operation Caucasus,22,9897,3060,0,0,990,967,16,0,Dream Games,,0
442710.0,442710,1,94,Cold Tea Studio,1,14,Fantasy Tales Online,95,148456,11853,742,1453,93775,9421,279,0,NA,34,74
443630.0,443630,0,123,Gatling Goat Studios,0,155,Chicku,7,2722,1605,0,0,1485,1185,63,499,Gatling Goat Studios,74,84
444590.0,444590,68,137,Steve Gal,68,89,Shrouded in Sanity,22,9897,3060,740,1023,6681,2514,144,599,Pugware,61,87
445070.0,445070,56,257,BlueLine Games,94,354,Tatsu,1,2227,1451,1494,2069,2606,1928,18,999,BlueLine Games,89,94
445600.0,445600,0,274,Tryzna83,0,339,Void Raiders,9,1856,1624,0,0,1485,1453,41,499,Tryzna83,51,75
445720.0,445720,173,231,DR Studios,206,20,Battle Islands: Commanders,364,238272,15015,2722,1605,160827,12336,342,0,505 Games,8,48
445860.0,445860,0,9,Oasis VR,0,11,Toy Plane Heroes,9,1237,1082,0,0,1485,1453,39,999,Oasis VR,48,74
446000.0,446000,0,186,Silver Lemur Games,0,134,Stellar Monarch,16,7423,2650,0,0,7175,2606,66,1999,Silver Lemur Games,46,79
446060.0,446060,98,209,nukeygara,98,209,akeytsu Indie,2,742,1027,738,1444,742,1027,16,17900,nukeygara,67,87
446070.0,446070,0,84,Sundae Factory,0,84,ecotone,3,1485,1185,0,0,742,838,18,224,Sundae Factory,58,93
446100.0,446100,516,150,VooFoo Studios,516,144,Mantis Burn Racing,16,2474,1530,742,1453,2474,1530,59,1499,VooFoo Studios,42,70
446540.0,446540,21,313,"Nomad Games, VooFoo Studios",21,308,Smash Up: Conquer the bases with your factions,62,3959,1935,747,1463,3217,1744,94,749,Asmodee Digital,16,56
446550.0,446550,0,255,Zen Studios,0,385,Infinite Mini Golf,6,2227,1451,0,0,1485,1185,35,899,Zen Studios,58,83
446590.0,446590,201,303,"Napoleon Games, s.r.o.",201,270,7 Mages,27,3711,1874,738,1444,1979,1368,51,139,"Napoleon Games, s.r.o.",22,61
447820.0,447820,244,1128,New World Interactive,98,366,Day of Infamy,1717,331799,17716,78929,8643,305324,16995,9143,1999,New World Interactive,56,86
447940.0,447940,1,65,BrineTeam,1,5,Brine,217,119507,10635,738,1444,14351,3685,89,399,BrineTeam,1,25
448110.0,448110,0,130,Ed Farage,0,151,So Long Earth,10,4949,2164,0,0,3217,1744,19,399,Edd Coast,22,53
448240.0,448240,10,142,FamishedMammal,12,103,Hybrid Animals,96,24000,4766,990,967,23506,4717,174,699,Abstract Software Inc.,20,62
448250.0,448250,215,205,Nuked Games,268,210,NUKED KNIGHT,56,150188,11922,3464,1810,110847,10242,113,499,Siberian Digital,23,48
448290.0,448290,67,254,StarBlade,67,231,Nefarious,43,7423,2650,742,1027,5938,2370,231,1499,StarBlade,56,82
448320.0,448320,452,209,Torrunt,452,183,GIBZ,32,8165,2780,738,1444,6928,2560,142,799,Torrunt,48,80
448620.0,448620,0,149,Yo_Serjio,0,159,Rebirth of Island,32,18557,4191,0,0,9402,2983,55,124,Yo_Serjio,19,52
448720.0,448720,0,140,BplusGames,0,184,Puzzle Box,6,2227,1451,0,0,1237,1082,28,499,OtakuMaker.com,51,60
448780.0,448780,264,254,Talentplace,306,271,Sixtieth Kilometer,277,348129,18147,16083,3901,242231,15139,907,99,KishMish Games,38,77
449210.0,449210,49,158,Retro Army Limited,49,160,Verdict Guilty -  ,44,26475,5006,745,1030,18062,4135,203,74,Retro Army Limited,51,84
449440.0,449440,256,222,Anatoliy Loginovskikh,256,210,The Big Elk,35,77445,8561,745,1030,62104,7667,150,99,Anatoliy Loginovskikh,48,73
449730.0,449730,102,312,Alice & Smith,197,90,Ahnayro: The Dream World,9,21526,4514,1484,2055,5196,2217,93,124,Alice & Smith,77,90
449960.0,449960,232,499,Thing Trunk,308,372,Book of Demons,44,20784,4435,1732,1280,18557,4191,1202,1999,Thing Trunk,95,96
450860.0,450860,326,250,SC Jogos,326,289,Andarilho,46,9402,2983,738,1444,6433,2467,56,49,SC Jogos,11,53
451400.0,451400,0,262,Elder Games,0,285,Meridian: Squad 22,22,5938,2370,0,0,3711,1874,59,299,"Merge Games, Headup Games",31,50
451840.0,451840,25,183,RocketWerkz,37,84,Out of Ammo,68,32165,5517,1489,1457,30681,5389,472,1499,RocketWerkz,64,87
451900.0,451900,0,78,David Mccue,0,78,WizardCraft,8,1117,1262,0,0,747,1463,15,399,David Mccue,22,57
451990.0,451990,0,18,Play Native Entertainment,0,21,Cranks and Goggles,27,1979,1368,0,0,1237,1082,64,699,Play Native Entertainment,28,71
452060.0,452060,418,713,Rupeck Games,194,275,Caveblazers,113,132868,11213,12124,3387,69032,8083,958,999,The Yogscast,70,90
452320.0,452320,1,147,The Glitch Factory,1,187,Party Saboteurs,14,8907,2903,742,1027,5196,2217,27,999,The Glitch Factory,22,58
453960.0,453960,204,203,Kazakov Oleg,267,210,Envy the Dead,46,87342,9092,1485,1453,77692,8575,110,49,Kazakov Oleg,28,70
454030.0,454030,0,286,Brainwashing Games,0,133,Link,14,5938,2370,0,0,3711,1874,27,499,Brainwashing Games,22,64
454060.0,454060,110,229,Endless Loop Studios,91,87,Blueprint Tycoon,148,72991,8311,2227,1451,63094,7727,656,179,Endless Loop Studios,48,80
454070.0,454070,0,187,Eren Aydın,0,89,Boundel: The Second Era,101,10887,3210,0,0,7918,2737,156,0,Eren Aydın,16,60
454150.0,454150,74,155,Firehawk Studios,79,191,Voxel Warfare Online,289,47258,6688,2598,1922,41568,6272,422,99,Firehawk Studios,15,56
454180.0,454180,0,1710,Anea_Duo_Dev,0,195,CrazyCars3D,67,29939,5323,0,0,24495,4815,110,299,Anea_Duo_Dev,18,65
454200.0,454200,234,211,Sergey Dovganovskiy,254,210,Neon Hardcorps,98,393903,19302,7670,2694,303345,16940,81,99,Back To Basics Gaming,6,46
454380.0,454380,0,82,Pirate Software,0,101,Champions of Breakfast,0,1237,1082,0,0,1237,1082,57,499,Pirate Software,100,100
454410.0,454410,26,384,GAME FREAK inc.,33,169,GIGA WRECKER,42,22021,4565,1237,1082,17320,4049,321,1999,GAME FREAK inc.,67,87
454540.0,454540,1831,446,DiP Online,1831,12,LuckCatchers,307,166023,12534,745,1030,86847,9066,343,0,DiP Online,10,52
454580.0,454580,0,132,CarVin Interactive,0,148,Spider Wars,3,2474,1530,0,0,1732,1280,8,1499,CarVin Interactive,31,100
454930.0,454930,131,203,Dagestan Technology,174,210,Under Zero,442,310768,17146,1979,1368,220210,14435,234,51,Dagestan Technology,3,34
455710.0,455710,120,215,Acuze Interactives,171,210,Project RPG,73,231096,14787,3217,1744,211055,14131,37,299,Displacement Studios,2,33
455770.0,455770,0,16,Lumenox ehf,0,19,YamaYama,1,1237,1082,0,0,990,967,6,999,Lumenox ehf,58,66
457340.0,457340,0,47,Brett Jackson,0,65,Dimensional,5,5443,2270,0,0,1850,1619,36,249,Head Start Design,64,86
457380.0,457380,9,12,"TeamStormVR, Anrick, UNIT9",9,15,Storm VR,17,4701,2109,738,1444,4206,1995,56,199,TeamStormVR,38,75
457440.0,457440,136,89,CivilSavages,147,66,Watch This!,110,33897,5664,1489,1457,22763,4642,373,399,"CivilSavages, AEY Inc.",40,74
457650.0,457650,0,0,VoyagerVR,0,0,Stonehenge VR SANDBOX,0,1494,2069,0,0,0,0,0,1499,VoyagerVR,,0
458170.0,458170,0,102,Eendhoorn Games,0,159,SpiritSphere,3,3711,1874,0,0,1732,1280,31,599,Eendhoorn Games,77,91
459820.0,459820,415,1503,Sad Panda Studios,38,219,Crush Crush,654,531472,22418,47011,6670,419635,19922,4969,0,Sad Panda Studios,67,88
460470.0,460470,0,0,Michal Bárta,0,0,Hindenburg VR,4,1494,2069,0,0,0,0,13,1299,3DA,38,71
460560.0,460560,0,210,Guru Games,0,222,Blamdown: Udder Fury,2,5196,2217,0,0,2969,1676,17,334,Guru Games,70,100
461390.0,461390,189,164,Rafael Senne,189,202,Bulby - Diamond Course,9,7175,2606,742,1027,4701,2109,11,98,Paperdog Games,12,60
461400.0,461400,0,166,Rootify,0,296,Massive,27,2722,1605,0,0,1979,1368,76,98,Rootify,33,41
461680.0,461680,0,24,Flyleap Studios,0,24,FPV Air Tracks,73,12619,3456,0,0,7670,2694,43,0,Flyleap Studios,3,37
461730.0,461730,200,199,Dosane Games,227,200,Blaite,78,83878,8910,7670,2694,68042,8025,155,299,Akim Games,23,73
462200.0,462200,201,259,IndieMax,290,271,Dungetris,59,297407,16774,2969,1676,252870,15468,257,499,IndieMax,48,80
462520.0,462520,0,104,Directive Games Limited,0,37,Super Kaiju,2,2606,1928,0,0,2234,1785,27,1999,Directive Games Limited,85,91
462680.0,462680,12,272,Fernando Cordoba,12,54,BalanCity,33,22763,4642,745,1030,9402,2983,115,79,,40,76
463350.0,463350,75,172,Warfare Studios,81,162,Storm Of Spears RPG,95,151920,11990,1237,1082,81403,8777,292,199,Red Dahlia,36,73
463670.0,463670,373,414,Blackturn Ltd,448,399,Runeyana,15,24000,4766,2722,1605,19547,4301,18,899,Blackturn Ltd,11,50
463680.0,463680,249,814,Runewaker,143,245,Guardians of Ember,399,55918,7275,2969,1676,44537,6492,611,749,Insel Games Ltd.,16,61
463860.0,463860,397,368,Yadon Studio,397,285,Shadows of Kurgansk,56,8413,2822,742,1453,6928,2560,111,599,Gaijin inCubator,23,64
464100.0,464100,0,467,Ino-Co Plus,0,317,Codex of Victory,26,7423,2650,0,0,6433,2467,99,749,1C Company,44,75
464350.0,464350,973,4775,Screeps,1139,1017,Screeps,59,28454,5189,1979,1368,26227,4982,540,1049,Screeps,74,89
464360.0,464360,292,431,Bird in Sky,566,531,3030 Deathwar Redux,6,8660,2863,1494,2069,4454,2053,177,1499,Crunchy Leaf Games,95,96
464620.0,464620,30,1986,Thylacine Studios,30,1399,Siralim 2,22,12619,3456,738,1444,11134,3246,347,1499,Thylacine Studios LLC,89,94
464820.0,464820,0,179,KP games,0,180,Awakening of Solutio,9,990,967,0,0,990,967,2,199,KP games,,0
464830.0,464830,81,637,Sunburned Games,81,517,The Great Whale Road,40,6928,2560,745,1030,5443,2270,102,1999,Sunburned Games,29,66
464880.0,464880,2051,1514,Ashdar Games,2124,402,Stars in Shadow,59,19547,4301,1237,1082,16083,3901,233,2499,Iceberg Interactive,44,78
465000.0,465000,712,1211,Pavel Zinchenko,712,2402,Event Horizon,13,4949,2164,747,1463,1979,1368,42,599,Pavel Zinchenko,38,76
465240.0,465240,129,734,Croteam VR,97,164,Serious Sam VR: The Last Hope,101,38846,6063,5196,2217,32660,5560,662,3999,"Devolver Digital, Croteam",61,86
465710.0,465710,405,478,Camex Games,38,33,Heroes Tactics,63,96002,9532,4468,2524,71259,8212,92,0,Camex Games,15,59
466110.0,466110,6,84,Jae Lee,6,63,Shaolin vs Wutang,21,7175,2606,745,1030,5691,2321,334,1299,Digital Tribe,89,94
466240.0,466240,176,306,Automaton,53,81,Deceit,2325,1387321,36187,281077,16307,986242,30524,5524,0,Automaton,28,70
466420.0,466420,0,200,Storm Sharks Production,0,223,Warriors' Wrath,20,27959,5144,0,0,19547,4301,49,149,Storm Sharks Production,29,50
466660.0,466660,98,153,Frogdice,12,20,Stash,109,60372,7559,2969,1676,42805,6365,276,0,Frogdice,29,71
466940.0,466940,95,172,PIXOWL INC.,95,140,The Sandbox Evolution - Craft a 2D Pixel Universe!,59,15588,3841,747,1463,13114,3523,169,499,PIXOWL INC.,34,71
467660.0,467660,97,212,VRWERX,60,132,Paranormal Activity: The Lost Soul,60,17567,4077,3341,2179,14846,3748,240,3999,VRWERX,46,79
467790.0,467790,0,98,Anton Gerdelan,0,98,Crongdor the Barbarian,1,747,1463,0,0,747,1463,3,499,Ripped Wizards,36,75
